,Link_ID,Origin_ID,Destination_ID
1338,1945,4150,4810
1339,1946,4150,2841
1340,1947,2841,4150
1341,1948,2887,3750
1342,1949,3750,2887
1343,1950,3016,3018
1344,1951,3018,3016
1345,1952,3018,3019
1346,1953,3019,3018
1347,1954,2301,3424
1348,1955,3424,2301
1349,1956,3424,2302
1350,1957,2302,3424
1351,1958,3424,3425
1352,1959,3425,3424
1353,1960,3425,3426
1354,1961,3426,3425
1355,1962,3426,3019
1356,1963,3019,3426
1357,1964,2316,3551
1358,1965,3551,2316
1359,1966,3551,3553
1360,1967,3553,3551
1361,1968,4081,4082
1362,1969,4082,4081
1363,1970,4082,3290
1364,1971,3290,4082
1365,1972,4082,4093
1366,1973,4093,4082
1367,1974,4543,3401
1368,1975,3401,4543
1369,1976,4543,2407
1370,1977,2407,4543
1371,1978,4543,4541
1372,1979,4541,4543
1373,1980,4543,2301
1374,1981,4543,2302
1375,1983,2302,4543
1376,1984,2405,4733
1377,1985,4733,2405
1378,1986,4733,4912
1379,1987,4912,4733
1380,1988,4912,4909
1381,1989,4909,4912
1382,1990,3385,4814
1383,1991,4814,3385
1384,1992,4814,4816
1385,1993,4816,4814
1386,1994,4816,4821
1387,1995,4821,4816
1388,1998,4832,4831
1389,1999,4831,4832
1390,2000,4536,4539
1391,2001,4539,4536
1392,2002,2302,4832
1393,2003,4832,2302
1394,2004,4832,3424
1395,2005,3424,4832
1396,2006,2424,4086
1397,2007,4086,2424
1398,2008,2419,2420
1399,2009,2420,2419
1400,2010,2420,2421
1401,2011,2421,2420
1402,2012,2421,2422
1403,2013,2422,2421
1404,2014,4077,4076
1405,2015,4076,4077
1406,2016,4855,4078
1407,2017,4078,4855
1408,2018,4885,4897
1409,2019,4897,4885
1410,2020,4897,4899
1411,2021,4899,4897
1412,2022,4899,4903
1413,2023,4903,4899
1414,2024,4903,4909
1415,2025,4909,4903
1416,2026,4368,4349
1417,2027,4349,4368
1418,2028,4350,4349
1419,2029,4349,4350
1420,2030,4897,4886
1421,2031,4886,4897
1422,2032,2420,3290
1423,2033,3290,2420
1424,2034,2304,3424
1425,2035,3424,2304
1426,2036,4853,4073
1427,2037,4073,4853
1428,2038,4073,4074
1429,2039,4074,4073
1430,2040,4074,4075
1431,2041,4075,4074
1432,2042,2411,4847
1433,2043,4847,2411
1434,2044,4847,4850
1435,2045,4850,4847
1436,2046,4850,4853
1437,2047,4853,4850
1438,2048,2412,4778
1439,2049,4778,2412
1440,2050,4778,4365
1441,2051,4365,4778
1442,2052,3393,4807
1443,2053,4807,3393
1444,2054,4807,4808
1445,2055,4808,4807
1446,2056,4808,4809
1447,2057,4809,4808
1448,2058,4809,4810
1449,2059,4810,4809
1450,2060,2301,2304
1451,2061,2304,2301
1452,2062,2304,2305
1453,2063,2305,2304
1454,2064,4073,4078
1455,2065,4078,4073
1456,2066,4810,4812
1457,2067,4812,4810
1458,2068,4812,4268
1459,2069,4268,4812
1460,2070,4075,4080
1461,2071,4080,4075
1462,2072,2406,2987
1463,2073,2987,2406
1464,2074,4722,4720
1465,2075,4720,4722
1466,2076,4720,4886
1467,2078,4886,4720
1468,2079,4720,4915
1469,2080,4915,4720
1470,2081,192,194
1471,2082,194,192
1472,2083,194,196
1473,2084,196,194
1474,2085,2400,2403
1475,2086,2403,2400
1476,2087,2403,2404
1477,2088,2404,2403
1478,2089,2404,2405
1479,2090,2405,2404
1480,2091,2888,2886
1481,2092,2886,2888
1482,2093,2886,4902
1483,2094,4902,2886
1484,2095,2897,2898
1485,2096,2898,2897
1486,2097,3542,3750
1487,2098,3750,3542
1488,2099,3542,4720
1489,2100,4720,3542
1490,2101,4883,4878
1491,2102,4878,4883
1492,2103,4878,4567
1493,2104,4567,4878
1494,2105,657,959
1495,2106,959,657
1496,2107,959,661
1497,2108,661,959
1498,2109,285,31200
1499,2110,31200,285
1500,2111,285,659
1501,2112,659,285
1502,2113,4517,2925
1503,2114,2925,4517
1504,2115,2925,4584
1505,2116,4584,2925
1506,2117,4584,2929
1507,2118,2929,4584
1508,2121,1112,1120
1509,2122,1120,1112
1510,2123,1120,1121
1511,2124,1121,1120
1512,2125,4566,4879
1513,2126,4879,4566
1514,2127,4879,4881
1515,2128,4881,4879
1516,2129,4881,4880
1517,2130,4880,4881
1518,2131,4880,4550
1519,2132,4550,4880
1520,2133,4880,4532
1521,2134,4532,4880
1522,2141,31050,31051
1523,2142,31051,31050
1524,2143,3925,2004
1525,2144,2004,3925
1526,2145,2000,3682
1527,2146,3682,2000
1528,2147,3925,3130
1529,2148,3130,3925
1530,2149,3930,3925
1531,2150,3925,3930
1532,2151,3925,3682
1533,2152,3682,3925
1534,2153,3682,3808
1535,2154,3808,3682
1536,2155,4040,3804
1537,2156,3804,4040
1538,2157,3180,4057
1539,2158,4057,4063
1540,2159,4057,3180
1541,2160,4063,4057
1542,2161,4063,4066
1543,2162,4066,4063
1544,2163,169,170
1545,2164,170,169
1546,2165,174,176
1547,2166,176,174
1548,2167,176,177
1549,2168,177,176
1550,2169,177,764
1551,2170,764,177
1552,2171,764,868
1553,2172,868,764
1554,2173,868,919
1555,2174,919,868
1556,2175,711,715
1557,2176,715,711
1558,2177,3426,2306
1559,2178,2306,3426
1560,2179,2306,4851
1561,2180,4851,2306
1562,2181,4851,4853
1563,2182,4853,4851
1564,2183,4851,4848
1565,2184,4848,4851
1566,2185,4848,2305
1567,2186,2305,4848
1568,2187,2621,2660
1569,2188,2660,2621
1570,2189,115,111
1571,2190,111,115
1572,2191,111,117
1573,2192,117,111
1574,2193,117,413
1575,2194,413,117
1576,2195,413,576
1577,2196,576,413
1578,2197,117,409
1579,2198,409,117
1580,2199,409,417
1581,2200,417,409
1582,2201,438,439
1583,2202,439,438
1584,2203,439,441
1585,2204,441,439
1586,2205,670,1111
1587,2206,1111,670
1588,2207,1111,668
1589,2208,668,1111
1590,2209,668,651
1591,2210,651,668
1592,2211,651,196
1593,2212,196,651
1594,2213,1113,665
1595,2214,665,1113
1596,2215,665,664
1597,2216,664,665
1598,2217,784,803
1599,2218,803,784
1600,2219,803,789
1601,2220,789,803
1602,2221,3570,3208
1603,2222,3208,3570
1604,2223,3208,3206
1605,2224,3206,3208
1606,2225,3002,4263
1607,2226,4263,3002
1608,2227,4263,4268
1609,2228,4268,4263
1610,2229,3004,4260
1611,2230,4260,3004
1612,2231,4260,4266
1613,2232,4266,4260
1614,2233,3558,3559
1615,2234,3559,3558
1616,2235,3559,3560
1617,2236,3560,3559
1618,2237,700,698
1619,2238,698,700
1620,2239,698,704
1621,2240,704,698
1622,2241,704,314
1623,2242,314,704
1624,2243,704,708
1625,2244,708,704
1626,2245,708,335
1627,2246,335,708
1628,2247,2512,3905
1629,2248,3905,2512
1630,2249,2830,678
1631,2250,678,2830
1632,2251,3001,3662
1633,2252,3662,3001
1634,2253,4262,3001
1635,2254,3001,4262
1636,2255,3120,4260
1637,2256,4260,3120
1638,2257,3122,3120
1639,2258,3120,3122
1640,2259,3127,3122
1641,2260,3122,3127
1642,2261,3122,3801
1643,2262,3801,3122
1644,2263,3801,3804
1645,2264,3804,3801
1646,2265,3127,4066
1647,2266,4066,3127
1648,2267,3804,3812
1649,2268,3812,3804
1650,2269,4176,4164
1651,2270,4164,4176
1652,2271,2316,2317
1653,2272,2317,2316
1654,2273,2317,2320
1655,2274,2320,2317
1656,2275,2513,2512
1657,2276,2512,2513
1658,2277,2512,2509
1659,2278,2509,2512
1660,2279,4035,4037
1661,2280,4037,4035
1662,2281,4037,3120
1663,2282,3120,4037
1664,2283,3120,1031
1665,2284,1031,3120
1666,2285,3002,3001
1667,2286,3001,3002
1668,2289,4040,3812
1669,2290,3812,4040
1670,2291,3812,3813
1671,2292,3813,3812
1672,2293,3813,4046
1673,2294,4046,3813
1674,2295,4046,4048
1675,2296,4048,4046
1676,2297,4048,2000
1677,2298,2000,4048
1678,2299,3441,3439
1679,2300,3439,3441
1680,2301,3439,3635
1681,2302,3635,3439
1682,2303,3553,3546
1683,2304,3546,3553
1684,2305,4266,4285
1685,2306,4285,4266
1686,2307,4285,4267
1687,2308,4267,4285
1688,2309,4267,4040
1689,2310,4040,4267
1690,2311,335,338
1691,2312,338,335
1692,2313,338,339
1693,2314,339,338
1694,2315,339,343
1695,2316,343,339
1696,2317,343,121
1697,2318,121,343
1698,2319,118,142
1699,2320,142,118
1700,2321,340,708
1701,2322,708,340
1702,2323,3501,3526
1703,2324,3526,3501
1704,2325,3526,3506
1705,2326,3506,3526
1706,2327,2000,2004
1707,2328,2004,2000
1708,2329,2004,2006
1709,2330,2006,2004
1710,2331,2006,2008
1711,2332,2008,2006
1712,2333,2008,167
1713,2334,167,2008
1714,2337,163,164
1715,2338,164,163
1716,2339,4613,2349
1717,2340,2349,4613
1718,2341,3694,3199
1719,2342,3199,3694
1720,2343,3693,3565
1721,2344,3565,3693
1722,2345,3028,3632
1723,2346,3632,3028
1724,2347,4805,4262
1725,2348,4262,4805
1726,2349,4262,4263
1727,2350,4263,4262
1728,2351,2305,2306
1729,2352,2306,2305
1730,2353,2306,2310
1731,2354,2310,2306
1732,2359,623,626
1733,2360,626,623
1734,2361,623,631
1735,2362,631,623
1736,2363,634,137
1737,2364,137,634
1738,2365,634,626
1739,2366,626,634
1740,2367,2008,3196
1741,2368,3196,2008
1742,2369,3196,464
1743,2370,464,3196
1744,2371,464,481
1745,2372,481,464
1746,2373,619,508
1747,2374,508,619
1748,2375,508,3174
1749,2376,3174,508
1750,2377,208,503
1751,2378,503,208
1752,2379,503,619
1753,2380,619,503
1754,2381,374,807
1755,2382,807,374
1756,2383,807,177
1757,2384,177,807
1758,2385,867,910
1759,2386,910,867
1760,2387,910,892
1761,2388,892,910
1762,2389,974,1247
1763,2390,1247,974
1764,2391,252,974
1765,2392,974,252
1766,2393,974,961
1767,2394,961,974
1768,2395,853,857
1769,2396,857,853
1770,2397,857,860
1771,2398,860,857
1772,2399,138,141
1773,2400,141,138
1774,2401,141,142
1775,2402,142,141
1776,2403,138,628
1777,2404,628,138
1778,2405,164,166
1779,2406,166,164
1780,2407,166,168
1781,2408,168,166
1782,2409,168,169
1783,2410,169,168
1784,2411,481,483
1785,2412,483,481
1786,2415,456,459
1787,2416,459,456
1788,2417,459,174
1789,2418,174,459
1790,2419,176,459
1791,2420,459,176
1792,2421,254,251
1793,2422,251,254
1794,2423,451,363
1795,2424,363,451
1796,2425,363,3722
1797,2426,3722,363
1798,2427,639,146
1799,2428,146,639
1800,2429,814,106
1801,2430,106,814
1802,2431,106,145
1803,2432,145,106
1804,2433,626,860
1805,2434,860,626
1806,2435,320,680
1807,2436,680,320
1808,2441,256,258
1809,2442,258,256
1810,2443,258,254
1811,2444,254,258
1812,2445,548,256
1813,2446,256,548
1814,2447,3174,3175
1815,2448,3175,3174
1816,2449,3175,1578
1817,2450,1578,3175
1818,2451,970,1080
1819,2452,1080,970
1820,2453,1080,2042
1821,2454,2042,1080
1822,2455,2042,3820
1823,2456,3820,2042
1824,2457,970,463
1825,2458,463,970
1826,2459,463,464
1827,2460,464,463
1828,2461,463,4710
1829,2462,4710,463
1830,2463,251,1362
1831,2464,1362,251
1832,2465,1362,1576
1833,2466,1576,1362
1834,2467,2818,2814
1835,2468,2814,2818
1836,2469,2692,2773
1837,2470,2773,2692
1838,2471,1346,2692
1839,2472,2692,1346
1840,2473,2042,4046
1841,2474,4046,2042
1842,2475,2814,3777
1843,2476,3777,2814
1844,2477,3777,2773
1845,2478,2773,3777
1846,2479,1310,3777
1847,2480,3777,1310
1848,2481,3777,3236
1849,2482,3236,3777
1850,2483,3236,3233
1851,2484,3233,3236
1852,2485,2854,2169
1853,2486,2169,2854
1854,2487,3975,2814
1855,2488,2814,3975
1856,2489,3975,3982
1857,2490,3982,3975
1858,2491,3982,2789
1859,2492,2789,3982
1860,2493,2789,3744
1861,2494,3744,2789
1862,2495,4048,3808
1863,2496,3808,4048
1864,2497,3010,4915
1865,2498,4915,3010
1866,2499,4915,4899
1867,2500,4899,4915
1868,2501,4897,4892
1869,2502,4892,4897
1870,2503,4892,2400
1871,2504,2400,4892
1872,2505,359,360
1873,2506,360,359
1874,2507,2765,3736
1875,2508,3736,2765
1876,2509,3230,2765
1877,2510,2765,3230
1878,2511,3229,3230
1879,2512,3230,3229
1880,2513,3230,3233
1881,2514,3233,3230
1882,2515,4994,1310
1883,2516,1310,4994
1884,2517,3744,4994
1885,2518,4994,3744
1886,2519,422,365
1887,2520,365,422
1888,2521,365,1105
1889,2522,1105,365
1890,2523,422,423
1891,2524,423,422
1892,2525,423,426
1893,2526,426,423
1894,2527,432,489
1895,2528,489,432
1896,2529,489,492
1897,2530,492,489
1898,2531,3333,719
1899,2532,719,3333
1900,2533,719,718
1901,2534,718,719
1902,2535,3390,4800
1903,2536,4800,3390
1904,2537,4800,4801
1905,2538,4801,4800
1906,2539,4801,4803
1907,2540,4803,4801
1908,2541,4803,4805
1909,2542,4805,4803
1910,2543,268,1207
1911,2544,1207,268
1912,2545,1207,659
1913,2546,659,1207
1914,2547,659,190
1915,2548,190,659
1916,2549,4353,4355
1917,2550,4355,4353
1918,2551,4355,4759
1919,2552,4759,4355
1920,2553,4759,4757
1921,2554,4757,4759
1922,2555,4757,4755
1923,2556,4755,4757
1924,2557,4748,4757
1925,2558,4757,4748
1926,2559,4757,4766
1927,2560,4766,4757
1928,2561,1366,1000
1929,2562,1000,1366
1930,2563,1000,4193
1931,2564,4193,1000
1932,2565,2719,1000
1933,2566,1000,2719
1934,2567,3141,3204
1935,2568,3204,3141
1936,2569,2902,4445
1937,2570,4445,2902
1938,2571,4445,3386
1939,2572,3386,4445
1940,2573,4575,4445
1941,2574,4445,4575
1942,2575,4445,4216
1943,2576,4216,4445
1944,2577,4388,4389
1945,2578,4389,4388
1946,2579,4389,2918
1947,2580,2918,4389
1948,2583,4193,3513
1949,2584,3513,4193
1950,2585,4517,4506
1951,2586,4506,4517
1952,2587,4506,4388
1953,2588,4388,4506
1954,2589,4506,4466
1955,2590,4466,4506
1956,2591,4386,4506
1957,2592,4506,4386
1958,2593,2863,3595
1959,2594,3595,2863
1960,2595,3595,4112
1961,2596,4112,3595
1962,2597,4112,3050
1963,2598,3050,4112
1964,2599,3513,3510
1965,2600,3510,3513
1966,2601,1012,3513
1967,2602,3513,1012
1968,2603,4193,4198
1969,2604,4198,4193
1970,2605,31051,3050
1971,2606,512,203
1972,2607,203,512
1973,2608,513,208
1974,2609,208,513
1975,2610,824,1081
1976,2611,1081,824
1977,2612,1081,787
1978,2613,787,1081
1979,2614,4951,2514
1980,2615,2514,4951
1981,2616,2514,2660
1982,2617,2660,2514
1983,2618,2508,2514
1984,2619,2514,2508
1985,2620,2879,2715
1986,2621,2715,2879
1987,2622,2715,2726
1988,2623,2726,2715
1989,2624,2838,2815
1990,2625,2815,2838
1991,2626,4042,3812
1992,2627,3812,4042
1993,2628,2329,4645
1994,2629,4645,2329
1995,2630,2607,4937
1996,2631,4937,2607
1997,2632,283,395
1998,2633,395,283
1999,2634,395,495
2000,2635,495,395
2001,2636,429,454
2002,2637,454,429
2003,2638,454,455
2004,2639,455,454
2005,2640,604,601
2006,2641,601,604
2007,2642,601,203
2008,2643,203,601
2009,2644,456,781
2010,2645,781,456
2011,2646,781,785
2012,2647,785,781
2013,2648,1336,923
2014,2649,923,1336
2015,2650,923,924
2016,2651,924,923
2017,2652,924,670
2018,2653,670,924
2019,2654,784,1170
2020,2655,1170,784
2021,2656,1170,710
2022,2657,710,1170
2023,2658,2603,2602
2024,2659,2602,2603
2025,2660,2602,2504
2026,2661,2504,2602
2027,2662,3019,3022
2028,2663,3022,3019
2029,2664,3022,3024
2030,2665,3024,3022
2031,2666,4716,3963
2032,2667,3963,4716
2033,2668,3963,487
2034,2669,487,3963
2035,2670,4342,4343
2036,2671,4343,4342
2037,2672,4343,4346
2038,2673,4346,4343
2039,2674,4346,2417
2040,2675,2417,4346
2041,2676,4342,4341
2042,2677,4341,4342
2043,2678,4341,4340
2044,2679,4340,4341
2045,2680,4340,3680
2046,2681,3680,4340
2047,2682,2419,4346
2048,2683,4346,2419
2049,2684,4346,4368
2050,2685,4368,4346
2051,2686,520,756
2052,2687,756,520
2053,2688,967,281
2054,2689,281,967
2055,2690,2708,2603
2056,2691,2603,2708
2057,2692,4930,2587
2058,2693,2587,4930
2059,2694,2587,2585
2060,2695,2585,2587
2061,2696,4638,4647
2062,2697,4647,4638
2063,2698,4647,2332
2064,2699,2332,4647
2065,2700,4365,4367
2066,2701,4367,4365
2067,2702,4367,4368
2068,2703,4368,4367
2069,2704,4635,4617
2070,2705,4617,4635
2071,2706,4638,3204
2072,2707,3204,4638
2073,2710,3599,3595
2074,2711,3595,3599
2075,2712,4342,4348
2076,2713,4348,4342
2077,2714,4348,4349
2078,2715,4349,4348
2079,2716,4580,4577
2080,2717,4577,4580
2081,2718,4577,4575
2082,2719,4575,4577
2083,2720,4577,2920
2084,2721,2920,4577
2085,2722,4561,4577
2086,2723,4577,4561
2087,2724,4584,4580
2088,2725,4580,4584
2089,2726,4388,4580
2090,2727,4580,4388
2091,2728,4480,4490
2092,2729,4490,4480
2093,2730,4465,4383
2094,2731,4383,4465
2095,2732,2686,516
2096,2733,516,2686
2097,2734,3599,3993
2098,2735,3993,3599
2099,2736,3993,4112
2100,2737,4112,3993
2101,2738,2417,4367
2102,2739,4367,2417
2103,2740,4367,4360
2104,2741,4360,4367
2105,2742,4360,4353
2106,2743,4353,4360
2107,2744,4368,4363
2108,2745,4363,4368
2109,2746,4363,4351
2110,2747,4351,4363
2111,2748,4357,4360
2112,2749,4360,4357
2113,2750,4360,4363
2114,2751,4363,4360
2115,2752,4363,4350
2116,2753,4350,4363
2117,2754,164,420
2118,2755,420,164
2119,2756,420,422
2120,2757,422,420
2121,2758,5810,5913
2122,2759,5913,5810
2123,2762,3599,3650
2124,2763,3650,3599
2125,2764,2587,2580
2126,2765,2580,2587
2127,2766,2726,2719
2128,2767,2719,2726
2129,2768,2726,2716
2130,2769,2716,2726
2131,2770,356,420
2132,2771,420,356
2133,2772,3196,356
2134,2773,356,3196
2135,2774,3937,3196
2136,2775,3196,3937
2137,2776,2006,3937
2138,2777,3937,2006
2139,2782,31053,31055
2140,2783,31055,31053
2141,2787,31057,31056
2142,2788,31055,3088
2143,2789,3088,31055
2144,2792,31056,31052
2145,2793,31052,31056
2146,2796,5145,1735
2147,2797,1735,5145
2148,2799,31052,5273
2149,2802,31055,5147
2150,2803,5147,31055
2151,2806,255,744
2152,2807,744,255
2153,2808,417,411
2154,2809,411,417
2155,2810,411,164
2156,2811,164,411
2157,2812,3993,2153
2158,2813,2153,3993
2159,2814,2153,2173
2160,2815,2173,2153
2161,2816,2694,2621
2162,2817,2621,2694
2163,2818,2694,2631
2164,2819,2631,2694
2165,2820,2694,2513
2166,2821,2513,2694
2167,2822,3054,3055
2168,2823,3055,3054
2169,2824,3055,3056
2170,2825,3056,3055
2171,2826,3056,3058
2172,2827,3058,3056
2173,2828,3632,3634
2174,2829,3634,3632
2175,2830,3634,2322
2176,2831,2322,3634
2177,2832,3960,2320
2178,2833,2320,3960
2179,2834,2317,3960
2180,2835,3960,2317
2181,2836,4205,3510
2182,2837,3510,4205
2183,2838,4203,4205
2184,2839,4205,4203
2185,2840,1002,4203
2186,2841,4203,1002
2187,2842,4384,4711
2188,2843,4711,4384
2189,2844,4711,4380
2190,2845,4380,4711
2191,2848,4748,4750
2192,2849,4750,4748
2193,2850,4750,4356
2194,2851,4356,4750
2195,2852,4759,4750
2196,2853,4750,4759
2197,2854,4768,4759
2198,2855,4759,4768
2199,2856,4766,4768
2200,2857,4768,4766
2201,2858,4768,4357
2202,2859,4357,4768
2203,2860,4778,4768
2204,2861,4768,4778
2205,2862,236,237
2206,2863,237,236
2207,2864,237,240
2208,2865,240,237
2209,2866,3906,3905
2210,2867,3905,3906
2211,2868,3906,3479
2212,2869,3479,3906
2213,2870,5002,5284
2214,2871,5284,5002
2215,2872,2722,2052
2216,2873,2052,2722
2217,2874,2892,2722
2218,2875,2722,2892
2219,2876,2701,2892
2220,2877,2892,2701
2221,2878,2052,2730
2222,2879,2730,2052
2223,2880,278,236
2224,2881,236,278
2225,2882,3616,3600
2226,2883,3600,3616
2227,2884,2159,3616
2228,2885,3616,2159
2229,2886,2149,2159
2230,2887,2159,2149
2231,2888,2723,2715
2232,2889,2715,2723
2233,2890,1366,2723
2234,2891,2723,1366
2235,2892,4816,4801
2236,2893,4801,4816
2237,2894,4814,4800
2238,2895,4800,4814
2239,2896,4800,4807
2240,2897,4807,4800
2241,2898,4801,4808
2242,2899,4808,4801
2243,2900,4803,4809
2244,2901,4809,4803
2245,2902,3457,4814
2246,2903,4814,3457
2247,2904,608,547
2248,2905,547,608
2249,2906,547,565
2250,2907,565,547
2251,2908,2153,4115
2252,2909,4115,2153
2253,2910,4115,4112
2254,2911,4112,4115
2255,2912,3054,4115
2256,2913,4115,3054
2257,2914,5004,5005
2258,2915,5005,5004
2259,2916,5007,5072
2260,2917,5072,5007
2261,2918,3985,3969
2262,2919,3969,3985
2263,2922,661,605
2264,2923,605,661
2265,2924,605,613
2266,2925,613,605
2267,2926,634,629
2268,2927,629,634
2269,2928,629,628
2270,2929,628,629
2271,2930,639,629
2272,2931,629,639
2273,2932,629,623
2274,2933,623,629
2275,2934,631,863
2276,2935,863,631
2277,2936,863,146
2278,2937,146,863
2279,2938,255,1260
2280,2939,1260,255
2281,2940,2872,2868
2282,2941,2868,2872
2283,2942,2868,2169
2284,2943,2169,2868
2285,2944,397,400
2286,2945,400,397
2287,2946,3204,3143
2288,2947,3143,3204
2289,2948,3102,3092
2290,2949,3092,3102
2291,2950,4866,3653
2292,2951,3653,4866
2293,2952,2412,4073
2294,2953,4073,2412
2295,2954,4848,4850
2296,2955,4850,4848
2297,2956,1099,3210
2298,2957,3210,1099
2299,2958,31052,3776
2300,2959,3776,31052
2301,2962,1399,3776
2302,2963,3776,1399
2303,2964,4466,4386
2304,2965,4386,4466
2305,2966,4391,4389
2306,2967,4389,4391
2307,2968,5051,5205
2308,2969,5205,5051
2309,2970,167,162
2310,2971,162,167
2311,2972,162,163
2312,2973,163,162
2313,2974,162,357
2314,2975,357,162
2315,2976,357,844
2316,2977,844,357
2317,2978,552,241
2318,2979,241,552
2319,2980,241,1114
2320,2981,1114,241
2321,2982,2208,581
2322,2983,581,2208
2323,2984,581,574
2324,2985,574,581
2325,2986,575,585
2326,2987,585,575
2327,2988,585,115
2328,2989,115,585
2329,2990,4372,1066
2330,2991,1066,4372
2331,2992,1066,4373
2332,2993,4373,1066
2333,2994,1066,2925
2334,2995,2925,1066
2335,2996,1208,400
2336,2997,400,1208
2337,2998,2414,2413
2338,2999,2413,2414
2339,3000,2413,2412
2340,3001,2412,2413
2341,3002,3130,3131
2342,3003,3131,3130
2343,3004,3131,3132
2344,3005,3132,3131
2345,3006,2206,3131
2346,3007,3131,2206
2347,3008,3131,3930
2348,3009,3930,3131
2349,3010,442,3151
2350,3011,3151,442
2351,3012,3151,283
2352,3013,283,3151
2353,3014,2329,3711
2354,3015,3711,2329
2355,3016,3711,3700
2356,3017,3700,3711
2357,3018,3700,3704
2358,3019,3704,3700
2359,3020,3704,3698
2360,3021,3698,3704
2361,3022,2328,3700
2362,3023,3700,2328
2363,3024,3700,3141
2364,3025,3141,3700
2365,3026,4007,4023
2366,3027,4023,4007
2367,3028,4034,4063
2368,3029,4063,4034
2369,3030,4040,4038
2370,3031,4038,4040
2371,3032,4038,1031
2372,3033,1031,4038
2373,3034,3003,4264
2374,3035,4264,3003
2375,3036,4264,4270
2376,3037,4270,4264
2377,3038,4263,4264
2378,3039,4264,4263
2379,3040,4264,4266
2380,3041,4266,4264
2381,3042,2409,4845
2382,3043,4845,2409
2383,3044,4845,4848
2384,3045,4848,4845
2385,3046,2304,4845
2386,3047,4845,2304
2387,3048,4845,4847
2388,3049,4847,4845
2389,3050,786,824
2390,3051,824,786
2391,3052,824,803
2392,3053,803,824
2393,3054,456,786
2394,3055,786,456
2395,3056,786,784
2396,3057,784,786
2397,3058,3127,3129
2398,3059,3129,3127
2399,3060,3129,3125
2400,3061,3125,3129
2401,3062,3125,3126
2402,3063,3126,3125
2403,3064,3126,3130
2404,3065,3130,3126
2405,3066,3126,3682
2406,3067,3682,3126
2407,3068,4517,4521
2408,3069,4521,4517
2409,3070,4521,4488
2410,3071,4488,4521
2411,3072,4075,4072
2412,3073,4072,4075
2413,3074,4072,2414
2414,3075,2414,4072
2415,3076,4075,4076
2416,3077,4076,4075
2417,3078,5834,5835
2418,3079,5835,5834
2419,3080,5873,5874
2420,3081,5874,5873
2421,3082,5874,5872
2422,3083,5872,5874
2423,3084,6254,6253
2424,3085,6253,6254
2425,3086,6253,6255
2426,3087,6255,6253
2427,3088,6284,6272
2428,3089,6272,6284
2429,3090,6274,6291
2430,3091,6291,6274
2431,3092,6203,6223
2432,3093,6223,6203
2433,3094,6272,6223
2434,3095,6223,6272
2435,3096,6274,6272
2436,3097,6272,6274
2437,3098,6200,6203
2438,3099,6203,6200
2439,3100,6272,6200
2440,3101,6200,6272
2441,3102,6280,6203
2442,3103,6203,6280
2443,3104,4078,4079
2444,3105,4079,4078
2445,3106,4079,4074
2446,3107,4074,4079
2447,3108,4079,4080
2448,3109,4080,4079
2449,3110,4205,4206
2450,3111,4206,4205
2451,3112,4206,2861
2452,3113,2861,4206
2453,3114,1259,821
2454,3115,821,1259
2455,3116,304,982
2456,3117,982,304
2457,3118,982,620
2458,3119,620,982
2459,3120,520,1390
2460,3121,1390,520
2461,3122,6203,6205
2462,3123,6205,6203
2463,3124,214,211
2464,3125,211,214
2465,3126,216,214
2466,3127,214,216
2467,3128,211,3036
2468,3129,3036,211
2469,3130,2333,211
2470,3131,211,2333
2471,3132,284,281
2472,3133,281,284
2473,3134,281,280
2474,3135,280,281
2475,3136,280,500
2476,3137,500,280
2477,3138,500,283
2478,3139,283,500
2479,3140,686,685
2480,3141,685,686
2481,3142,685,320
2482,3143,320,685
2483,3144,700,691
2484,3145,691,700
2485,3146,691,317
2486,3147,317,691
2487,3148,1048,691
2488,3149,691,1048
2489,3150,340,1048
2490,3151,1048,340
2491,3152,1048,330
2492,3153,330,1048
2493,3154,680,678
2494,3155,678,680
2495,3156,678,317
2496,3157,317,678
2497,3158,317,325
2498,3159,325,317
2499,3160,320,697
2500,3161,697,320
2501,3162,697,700
2502,3163,700,697
2503,3164,1099,1095
2504,3165,1095,1099
2505,3166,1095,3525
2506,3167,3525,1095
2507,3168,3507,1197
2508,3169,1197,3507
2509,3170,1197,3525
2510,3171,3525,1197
2511,3172,240,2023
2512,3173,2023,240
2513,3174,2638,2640
2514,3175,2640,2638
2515,3176,2762,2638
2516,3177,2638,2762
2517,3178,2638,2701
2518,3179,2701,2638
2519,3180,2585,2638
2520,3181,2638,2585
2521,3182,2161,2838
2522,3183,2838,2161
2523,3184,2159,2161
2524,3185,2161,2159
2525,3186,3994,2157
2526,3187,2157,3994
2527,3188,2157,3969
2528,3189,3969,2157
2529,3190,2173,2157
2530,3191,2157,2173
2531,3192,2157,2149
2532,3193,2149,2157
2533,3194,3028,3027
2534,3195,3027,3028
2535,3196,3027,3024
2536,3197,3024,3027
2537,3198,3024,3550
2538,3199,3550,3024
2539,3200,3550,2316
2540,3201,2316,3550
2541,3202,2631,2513
2542,3203,2513,2631
2543,3204,3905,3479
2544,3205,3479,3905
2545,3206,2631,5258
2546,3207,5258,2631
2547,3208,3637,3638
2548,3209,3638,3637
2549,3210,3638,3696
2550,3211,3696,3638
2551,3212,4635,3638
2552,3213,3638,4635
2553,3214,3696,3703
2554,3215,3703,3696
2555,3216,3703,3697
2556,3217,3697,3703
2557,3218,3697,3698
